0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-54.931923,82.408585,-49.56443,50.08201,-5.3274074,23.59901,-2.6059995,15.162059,-11.9290285,12.031371,-11.471056,13.128909,-9.150914,16.499092,-10.533383,13.250779,-7.260107,10.038995,-7.252968,12.649661
-54.694794,83.275856,-50.128613,49.018417,-5.6101637,22.859337,-2.7442539,16.054012,-11.979178,11.348539,-11.086251,12.781106,-9.563832,15.76626,-10.6802025,13.600441,-6.955685,9.899602,-7.361478,12.201908
-55.059868,83.776924,-50.148792,49.099056,-6.0783367,23.393108,-2.6992505,16.85527,-12.331719,11.082638,-11.327598,12.38303,-9.598531,15.75771,-10.793115,13.871506,-7.1703568,9.650609,-7.837913,12.25123
-55.68864,86.17121,-52.921097,50.339806,-4.285456,23.558504,-1.6988783,15.462474,-13.072251,10.30674,-12.789946,14.100724,-9.921735,15.660706,-10.613681,13.755348,-9.318241,10.1619005,-6.8340883,10.806146
-54.103653,81.18838,-48.359997,49.53642,-4.8533278,24.321465,-2.1567838,16.369686,-12.922928,12.11812,-11.897156,12.308402,-8.875107,15.965611,-10.13972,13.451299,-7.069464,10.689422,-7.242587,12.389002
-54.880745,79.86676,-48.0286,50.571133,-3.1999245,24.94599,-2.6933799,16.042461,-13.462974,12.005657,-11.769489,11.5358,-8.838809,15.546672,-10.413266,13.595593,-7.058447,11.052102,-6.7421055,12.3080635
-56.223137,81.908676,-48.575947,50.730328,-3.1983538,24.789114,-3.5946493,16.810408,-13.29594,10.908148,-11.488309,10.751176,-8.92114,15.39909,-10.712869,13.753638,-8.134835,10.268895,-7.3161793,12.275788
-56.389473,82.13228,-48.522194,50.12189,-3.5406363,24.112947,-4.3793316,17.12981,-13.897101,10.897929,-11.831645,10.415121,-9.563849,15.562816,-10.745391,13.549755,-8.273631,10.433096,-7.8418584,11.989213
-55.65399,81.67691,-48.94328,50.286636,-2.9956884,23.60057,-4.415365,17.301514,-13.828281,10.721236,-11.25894,10.516479,-10.140244,14.701409,-10.963497,13.264083,-8.961522,9.751459,-8.074025,11.771391
-54.543556,80.90117,-48.839294,50.493446,-2.4995604,23.438887,-4.3734355,17.606846,-13.054829,10.336243,-11.315532,10.557715,-10.121901,13.828992,-10.924896,13.524896,-9.669908,8.607575,-8.342076,11.66832
-54.68132,80.87829,-47.747967,50.10987,-3.3466685,23.376566,-4.522226,16.56317,-13.817962,10.557702,-11.836256,9.513853,-10.071351,13.699636,-11.189986,12.982261,-8.88381,8.490363,-8.636565,11.492707
-55.828915,81.355286,-47.18144,50.30697,-3.5017295,24.012585,-4.8268957,16.004778,-14.541822,10.942759,-11.688803,9.2826185,-9.960514,14.40275,-11.879488,12.408618,-8.261625,9.697668,-8.732737,12.185914
-55.535168,81.10697,-47.11803,49.416862,-3.2755678,24.305954,-5.03044,15.603259,-14.259928,11.445193,-10.819836,9.292084,-9.854153,14.391893,-11.784283,12.459582,-8.269793,9.404561,-8.820331,12.300696
-53.42036,80.25687,-45.878986,48.605385,-3.6507754,23.971611,-4.9916644,15.537515,-14.325822,12.446144,-10.700902,9.000484,-9.789277,14.272275,-11.779709,11.963736,-8.375186,9.391006,-8.608361,12.088844
-55.28979,86.28436,-52.30849,50.335888,-4.1683083,23.674292,-2.5663579,15.783638,-13.10546,10.154225,-13.054591,14.224456,-10.142701,15.840485,-10.457157,14.105843,-9.004108,9.821385,-7.379259,10.6318245
-49.314583,77.9182,-44.024242,48.88717,-2.5024483,23.923128,-4.0404997,16.866205,-13.911039,13.03863,-10.58088,10.314698,-8.555041,15.422226,-11.10464,12.619668,-7.4506555,9.591736,-7.2922535,12.216989
-52.80286,85.07247,-51.647366,50.433617,-3.7129738,23.380152,-3.3026676,15.586361,-13.316691,10.92247,-12.472489,13.796361,-10.270354,16.440601,-10.375473,13.692566,-7.7607083,10.684414,-7.420107,10.534401
-51.435726,83.892654,-51.36102,50.382954,-3.9089108,23.61724,-2.9525785,15.853007,-12.765024,10.828313,-12.203546,13.358225,-10.190554,16.60468,-11.0758095,13.1783085,-7.179321,10.491278,-8.046267,10.918793
-51.793415,82.81982,-51.18705,50.23412,-3.7118325,23.753153,-3.3735316,15.639613,-12.742617,10.61306,-12.519157,13.2885065,-10.638843,16.19974,-11.515246,12.936289,-7.498941,10.197242,-8.259515,11.212226
-49.301006,80.22755,-51.483257,48.830193,-2.5134587,23.553934,-4.520917,13.9415655,-12.573062,10.904458,-13.100959,13.020697,-10.691168,15.506575,-11.091443,12.988375,-7.5469413,11.33161,-6.9335303,10.754919
-49.083187,80.72204,-51.374226,48.347836,-3.108862,23.334373,-4.3935,14.4170265,-12.218724,10.808882,-12.5671835,12.8470125,-10.868106,15.589747,-11.108808,12.836169,-7.596352,11.011663,-6.4593244,11.035118
-50.552013,82.4391,-50.176155,49.620068,-3.6329734,23.670513,-3.6728559,16.264744,-13.130318,11.035561,-11.620477,12.967303,-10.800891,16.080524,-11.327917,13.191656,-8.022261,9.332045,-7.183416,11.620414
-193.32758,36.054405,-63.924595,6.513842,-24.05164,0.9143728,-18.816923,14.1756525,-12.239325,9.588594,-8.044357,17.087427,-9.359361,9.780579,-3.5361998,14.542515,-5.922187,9.469517,-6.3944297,3.7688856
-75.24641,42.303673,-70.431526,0.70918316,-33.106384,-3.1636438,-25.110168,9.778656,-16.466137,12.229608,-4.0331664,17.993937,-5.4637403,13.394446,-6.24953,11.277085,-7.4101477,7.3322473,-8.189097,0.8642959
-148.62244,49.173286,-72.23792,12.323278,-24.640478,-1.8070017,-21.328846,12.474051,-13.555161,9.217665,-6.4991026,15.052255,-12.201801,7.6472697,-8.044095,7.4679923,-7.841008,6.569598,-5.3855577,3.926594
-337.17465,67.16157,-93.168655,-6.7088504,-35.217495,-21.146297,-34.397053,-24.178448,-26.860556,-12.121825,-15.139719,-3.6621904,-5.4531674,6.1972733,-9.900177,0.2764659,-3.4692118,-3.3685825,-3.0877833,-3.3269544
-315.6507,58.977608,-93.1497,0.20881583,-44.74496,-19.109892,-30.52915,-24.030073,-28.897665,-17.97792,-17.364044,-0.8903209,2.0343344,8.118053,-6.423903,-4.5567656,-3.4584284,-0.7060396,-2.2976289,-3.376162
-293.28162,77.48648,-90.25771,-16.192225,-36.558754,-20.785444,-24.160204,-16.813276,-19.380066,-20.121868,-18.056877,5.782278,-11.235285,-0.090652026,-5.186726,-0.95503736,-6.2394266,0.010550967,-4.725914,-7.2334805
-263.3235,62.948677,-92.554054,-12.199494,-35.375225,-20.314425,-19.995888,-18.145489,-17.627989,-18.275114,-7.950797,8.8342495,-8.981089,0.27067187,-7.022586,1.488515,-5.830993,0.5105344,-5.6827497,-4.6155505
-291.91113,64.40328,-87.448425,-8.164789,-37.66609,-9.195763,-20.63911,-22.208208,-11.234083,-16.882175,-17.151096,0.19876821,-4.1405325,-0.74583834,-9.004953,0.35825074,-9.26644,-2.9039276,0.28403893,-5.691875
-332.18823,75.54076,-86.995476,1.4987477,-37.082157,-12.937429,-24.077288,-23.841995,-21.983875,-8.682585,-22.84795,2.7188027,-10.03863,6.886514,-7.329178,0.2829575,-11.114701,-7.9731503,-6.3962913,-2.2051728
-344.6041,71.58597,-75.69772,-14.480522,-35.9985,-12.491798,-32.47494,-11.513246,-28.940876,-9.803786,-18.278557,-6.6514463,-9.991663,4.009061,-9.414878,-0.06733356,-7.7598257,-2.6732059,-3.6396816,1.3831757
-387.05664,86.306755,-75.18504,-6.0694504,-36.5886,-13.792956,-37.017605,-8.590181,-32.171207,-7.8672748,-22.191631,-2.081445,-12.419422,5.30417,-10.181299,1.5198593,-9.403046,-0.8829724,-8.066085,-0.105275325
-403.96762,94.39807,17.75182,-11.521064,-7.4892626,4.073067,-16.308868,-6.735374,-10.601528,-5.1134133,0.072173916,-4.9856825,1.0708646,1.1721995,0.58166325,5.885453,3.1696415,3.182174,-4.0253153,-3.965596
-368.11005,128.74481,28.91274,-21.190054,-15.262681,2.6394706,-28.895718,-17.5828,-23.663269,-8.707304,1.009801,-4.5297365,4.530841,-2.1610105,-8.165551,-5.978066,-3.1243043,5.2014585,-4.5558295,-3.1141477
-422.47903,70.38348,9.934862,0.00061776047,1.6434231,3.7142298,-9.6491585,-1.7821956,-3.8117251,-0.28819594,3.5773602,0.5674788,-1.127788,-0.2628419,-0.3424382,4.758709,1.6001307,0.03795132,-4.240083,-1.4798739
-182.28778,16.399027,15.121987,39.04492,-16.200514,26.674053,-4.5786204,16.780962,5.6602454,7.098318,1.7147344,9.813866,-8.901932,15.169645,-11.544696,13.412569,-1.5263411,3.7264116,2.220686,2.102156
-231.19151,39.11232,25.371557,37.441902,-17.889206,28.579813,-4.98281,12.698502,13.200355,0.29196313,5.8555994,6.632653,-12.836878,17.483479,-13.481411,12.974406,1.337309,1.2597425,5.2931013,-0.8367243
-208.1722,25.457588,22.910357,37.73883,-17.205925,27.362658,-6.100523,14.681561,8.637887,3.7829473,3.3021388,7.858418,-11.472,16.003208,-12.689879,13.459553,0.13714185,3.3069444,4.18062,0.48864588
-191.67245,17.40049,19.185549,39.245396,-16.205954,26.58789,-6.679714,16.780525,4.868657,7.4246902,1.3187659,8.471145,-10.350909,14.869869,-11.123519,13.155285,-1.108418,4.691575,2.7029243,1.6714414
-213.47511,30.362936,20.129164,39.507935,-15.945962,27.585733,-5.616042,16.3815,7.1984587,6.5694833,1.1413654,8.519064,-10.512102,15.8542595,-11.127132,12.315547,0.0700232,3.7419772,2.0086856,1.5860299
-249.14256,54.732445,23.116133,36.719246,-17.087633,28.702572,-5.2250834,13.968407,13.868146,0.7639088,3.9747028,8.233642,-12.234881,16.88792,-12.642614,11.154396,3.5028355,0.7210515,5.18821,0.119640194
-251.85124,55.931137,22.459,35.64027,-15.016389,27.45864,-5.597242,14.318297,13.20087,1.7710414,3.4149036,8.236757,-11.983644,16.376352,-11.389612,10.800186,2.6202404,1.1647265,4.4300394,-0.1594567
-254.44019,57.233223,21.841778,35.131775,-15.604042,28.466057,-5.9641495,12.21977,15.384905,1.3312107,4.6537375,8.49362,-12.907809,17.582636,-12.344303,10.52279,2.882924,-0.71811455,4.7046165,-0.29138395
-254.88141,58.01998,20.989504,35.861755,-15.929244,28.662188,-5.2498665,10.781738,16.950418,-0.18782008,4.5865006,7.938175,-12.744031,18.130095,-11.683663,10.369259,4.1860147,-2.0349193,5.162233,0.32725763
-259.7113,62.52223,20.201353,34.76248,-16.062864,27.470896,-4.936894,11.829163,14.63726,-0.055614714,3.776996,7.61303,-12.951533,17.79168,-10.98124,10.840287,4.66008,-0.58820534,4.684027,1.0646204
-260.01636,61.639767,20.48949,35.115944,-16.077908,27.054783,-4.127097,11.767259,15.032424,-0.25837132,3.199688,7.8334904,-13.01779,18.162481,-11.451603,9.771667,4.509704,-0.34317487,5.011644,0.22625777
-255.01224,55.241856,22.561987,35.493114,-17.535192,28.333326,-3.60694,11.55401,16.327885,-1.6267053,4.1484165,8.014253,-12.688577,18.650167,-12.3175745,11.053931,4.379597,-0.81512153,5.6419964,-1.1529679
-252.61064,52.76487,24.06666,35.42955,-18.088026,29.29622,-4.5575933,11.309511,16.67344,-1.6208725,5.118561,7.511479,-12.862116,18.210588,-12.412271,11.9711275,4.4700527,-1.3404448,5.6054206,-1.355214
-251.35211,55.138176,23.24514,35.990803,-18.758495,27.729092,-4.8949986,12.197924,16.916111,-1.2124023,4.886922,7.424263,-12.945645,17.547544,-12.0182085,11.0737295,3.4757454,-0.16203988,5.6531963,-0.5317147
-250.9673,53.504307,21.64525,38.511604,-15.1954,27.397816,-4.8516417,13.678104,13.685908,2.0625052,2.1671884,7.6767664,-12.914466,16.990616,-12.4417,10.708997,3.60812,0.57756644,3.8598075,0.8369599
-245.06815,47.519123,24.18323,37.751186,-15.255978,27.581625,-5.578082,14.292767,13.170749,2.8521633,2.1780484,7.495135,-11.933796,16.946283,-12.200934,11.1875,2.9415505,1.5877749,3.1882768,1.0863042
-193.28026,18.48147,20.741455,39.276516,-14.571395,27.66999,-6.2584376,17.025948,6.9897137,7.1748652,3.3819823,10.296782,-8.992303,15.808994,-11.569586,13.381417,-1.2384354,4.0449133,2.813715,1.2164123
-236.04274,39.077187,26.252953,37.670383,-17.281052,28.489511,-6.3465695,13.450384,12.69928,2.2099917,3.113429,9.192665,-12.987187,17.999199,-12.849988,11.449967,0.95612454,1.2592387,4.0732822,1.0587703
-237.80345,39.672016,24.894215,38.541725,-17.147652,27.680162,-5.869856,13.650253,13.380813,2.448148,2.6086247,8.657986,-12.877744,17.145908,-13.444127,12.466326,1.888812,1.7235587,4.085153,0.6889865
-238.16203,44.075962,24.040741,37.341553,-15.612076,27.758883,-5.5310855,14.387371,12.019009,4.551649,1.5348845,9.408107,-12.245541,17.271439,-12.453121,12.08957,1.2394631,2.2719467,3.2918758,1.4531919
-237.95651,44.89653,24.344543,36.60888,-14.465977,26.863056,-5.2784815,15.022964,10.534827,5.7197695,0.29000458,9.500831,-12.125316,16.35813,-11.912362,12.038595,0.61635834,2.32675,2.0201962,2.6331902
-235.90753,41.987377,24.463518,36.92356,-16.57505,26.390965,-5.839138,14.640786,11.330911,4.619733,0.95797694,8.990553,-11.499347,16.065996,-11.551305,12.999573,1.1682562,1.8032601,2.6329336,1.7890797
-232.16022,37.010315,24.995024,37.12172,-17.129248,27.527483,-5.502103,14.018944,10.508263,4.0682855,1.2111909,9.1116905,-11.666851,16.560734,-11.738333,13.152718,0.9958123,2.822798,2.7953954,1.3346512
-197.41496,20.776533,19.716469,38.114395,-15.911688,27.142668,-6.941864,16.934,6.5010133,7.5517535,1.9840672,10.580215,-9.618147,15.275188,-12.039579,12.498326,-1.5438052,3.6340246,1.9875653,1.6484901
-231.70714,35.690346,24.782255,37.243637,-16.88454,27.683317,-5.66162,14.163591,9.027344,5.1759677,0.9879051,9.178574,-11.793986,15.972442,-12.285562,12.17623,0.9390466,2.8363154,2.826018,2.1983142
-222.63535,35.938087,25.153084,36.86835,-17.206192,28.392897,-5.4400315,14.494896,10.640366,3.5739636,3.3836339,8.785563,-11.926808,16.752947,-12.969123,11.172182,-1.097417,2.112781,2.3127236,0.7415506
-229.42116,40.24516,21.737394,39.378033,-18.114492,26.155285,-5.2727847,13.375615,11.364127,3.7202413,4.6915345,7.382574,-9.697174,17.166088,-12.697384,13.618968,0.5822952,0.5594207,4.5970283,-0.54897153
-226.1854,154.74825,-13.2873,20.263638,2.8853064,16.88709,-16.684795,13.488355,0.81329864,6.210239,-11.603589,7.971328,-8.474559,1.4314594,-7.114749,-0.27426255,-11.341567,-0.31282362,-4.6488056,0.64325184
-228.02475,155.22958,-14.234205,19.65291,2.4922862,18.329903,-16.575357,16.181784,-0.67162263,6.515599,-12.919272,7.4111004,-8.942159,1.2629075,-7.229531,-2.3607163,-11.2594385,3.0698059,-5.2045836,-1.5295541
-226.59077,148.80692,-12.214423,20.8825,-0.5498159,21.522518,-17.700272,18.287786,-2.6959705,2.762698,-14.885491,6.7251344,-8.516782,4.5494566,-4.917651,2.3515465,-10.148734,-0.5201381,-4.6462693,-0.5616001
-231.15417,155.37595,-11.28778,20.38423,0.9678268,21.426332,-14.174169,14.02092,-5.3582907,1.110584,-12.576378,4.5735035,-9.589408,3.3961482,-4.244438,1.7810589,-7.1955724,-1.212922,-4.1891828,-0.8090382
-241.84248,159.70224,-11.877362,20.685656,-1.2046341,20.338722,-18.39266,8.952061,-1.9306982,6.034152,-9.871979,8.545866,-6.639321,2.7352524,-5.656408,0.24961103,-5.771151,4.591773,-3.8820553,1.3978734
-236.1973,153.56924,-11.578403,21.746025,-1.0933167,20.262014,-20.492964,12.221985,-1.4855752,8.499226,-7.9693923,8.9500885,-7.245714,-0.2862728,-5.69617,1.2343687,-8.691592,2.4182472,-3.8318763,1.2360923
-291.11667,111.6753,-53.118294,8.888271,-20.572832,0.59435475,-6.9844055,4.6873627,-6.491831,14.485286,-6.4120526,18.988726,-10.654183,10.280036,-8.700962,3.3845758,-7.286634,1.3928939,-2.0285575,6.112734
-260.94724,92.561745,-55.487404,7.3682184,-17.591778,3.497422,-7.7891088,0.7561573,-4.412267,18.788342,-1.5289354,19.399727,-9.354187,10.04473,-13.405297,1.7712162,-4.1711736,7.6646338,-2.8715928,3.7571328
-286.68875,91.87012,-51.461456,22.797806,-10.756218,-0.51964295,-8.256253,5.308787,-12.023379,15.195785,-5.63839,17.483725,-5.435324,10.348335,-10.615582,9.286888,-3.2654145,-2.7991986,-3.6651525,6.4969373
-261.3588,103.627716,-57.122368,12.720043,-20.829985,5.0782576,-12.265566,7.180301,-0.8972442,10.234892,-2.9798229,12.4762745,-4.1281457,5.029179,-8.377002,2.5688322,-6.50491,7.3306055,-1.7360882,7.514712
-250.20525,97.047714,-58.228188,6.644328,-18.42918,1.8801181,-9.269281,1.5881082,-2.0842774,11.180565,-3.5131488,16.427004,-6.936285,9.289767,-9.816563,2.0879078,-6.53938,5.1909513,-1.4319208,4.506203
-260.24,109.35181,-51.811283,-4.287414,-18.306387,2.771631,-6.817822,7.4852486,0.031475537,12.308298,0.10365194,23.767092,-4.4948144,12.5980425,-8.572881,3.1687224,-6.898228,1.9880518,-3.4945023,4.798332
-386.78485,132.62961,25.220676,22.799538,-10.436671,4.5161133,-6.532164,9.25816,-0.42631668,7.6593966,-4.189944,2.6040535,0.7831385,12.001852,5.211498,8.101128,5.791034,10.354854,6.1775875,6.053321
-499.69345,61.279552,12.289297,0.5534622,-2.3835824,5.2836843,-7.9607806,-1.5162549,-2.663352,-5.531381,0.75093514,3.2801323,0.06962008,3.0437837,-2.1420543,-2.932954,1.962071,0.5750981,0.9212025,2.67371
-475.6153,41.261868,4.944614,-3.911944,-3.446351,0.14677306,-5.152538,-0.7428762,-1.8415736,-3.2344534,-0.32751024,1.5716429,1.2032193,2.5555263,-1.040725,-0.3560761,1.9179225,2.4135623,2.20645,3.1801693
-445.8649,91.31052,8.409853,-6.706545,-9.651399,1.426838,-14.521929,-4.3355646,-7.411395,-8.073874,-1.8930922,3.1327457,-2.3773546,3.31419,-3.3362803,-2.7262433,2.078649,1.6799463,0.18215051,2.2192461
-398.00742,108.551865,30.611492,39.10855,2.7011905,19.512089,-6.9309316,9.338823,-11.919827,3.6012902,-12.732602,1.952999,-8.783168,6.7528505,0.6916488,12.37928,4.4797115,8.631687,-0.8224258,2.2969158
-381.6161,116.07923,13.176979,31.751984,-6.031846,19.660461,-13.565918,6.607309,-16.297806,10.847088,-8.651602,11.474797,-6.6716766,13.889558,3.1575103,18.443062,1.0825795,8.681738,-6.638281,1.2876474
-399.12057,96.325485,8.351343,32.349354,-2.9345367,20.291126,-9.811597,12.419304,-10.551226,12.355243,-7.1092057,12.01416,-3.1693742,13.965718,1.9187343,16.134476,1.9834437,6.744372,-6.9727397,0.47726688
-403.55692,92.053535,6.7917013,32.068474,-3.4628625,21.152866,-7.858219,14.504832,-9.975377,12.225579,-6.3763695,12.20522,-3.8469436,14.378938,2.5641782,15.542413,0.8638537,6.3965435,-7.3414483,0.6170523
-216.84163,142.27843,-50.96796,-0.7379007,-31.304428,13.073101,4.488199,28.932676,-12.893864,-1.5704849,-12.176419,5.0279455,-20.878155,-5.04917,-8.660437,0.76768535,-10.9619665,2.3778894,-12.339711,-3.8808932
-212.43538,138.29152,-53.043495,-3.9836082,-26.828009,16.33482,4.650531,24.528025,-13.975433,-2.8306236,-9.88606,5.334662,-17.248005,-4.2041636,-6.682738,2.1642833,-7.8639636,-0.5933637,-11.83377,-2.76798
-217.47733,137.86595,-45.60476,-6.197433,-25.150589,19.796612,2.8496618,25.00206,-12.655853,-1.2926484,-9.923404,4.9441643,-14.975489,-1.8028951,-6.48708,3.2530792,-6.6551685,-1.3983892,-10.726203,-0.5824818
-225.78236,130.71112,-41.281334,-3.6373572,-23.704773,28.08018,1.2119424,26.543093,-18.290993,2.9104657,-9.157355,10.170284,-16.184683,1.0730301,-9.188059,5.986909,-8.189688,1.7547094,-12.540757,2.4168913
-213.83974,116.66472,-30.80034,-5.713103,-18.721056,25.39325,2.7374105,25.064522,-14.366952,3.2335134,-9.05411,9.403192,-15.879409,2.735636,-7.3827434,7.534609,-8.584361,2.4448645,-12.5107,4.823647
-202.55185,118.443085,-30.94673,-2.9607139,-20.9452,19.380922,-1.3113142,23.369177,-10.369628,5.8129463,-11.444291,4.1816025,-17.54449,5.461354,-5.6947293,7.7811413,-10.694882,2.4378002,-9.046525,7.2390885
