0,1,2,3,4,5,6,7,8,9,10,11
0.45078275,0.358044,0.3878923,0.43854183,0.48857716,0.6274778,0.64513665,0.58667594,0.6163981,0.67456216,0.77107936,0.6890735
0.9189731,0.890857,0.87086344,0.83286226,0.7902299,0.81347823,0.91301006,0.87617487,0.85465133,0.8155847,0.77556825,0.8937564
0.88599235,0.8751369,0.86695516,0.82097983,0.7862959,0.8844636,0.92978895,0.8729783,0.851077,0.7855168,0.81662166,0.9224649
0.885645,0.88241965,0.8458798,0.8170102,0.79500973,0.8838613,0.95089906,0.8930131,0.8627944,0.7848993,0.78432506,0.8747419
0.8768496,0.8791825,0.85347295,0.81006527,0.77760994,0.8661615,0.9428591,0.8813482,0.85093135,0.78209794,0.78492117,0.86194766
0.87180233,0.8668132,0.83177143,0.79345256,0.78712183,0.8980354,0.9403455,0.8924626,0.86385685,0.7894973,0.8014221,0.87781715
0.8833558,0.8492827,0.81875426,0.79858524,0.7964078,0.8966085,0.9452209,0.9015742,0.87636006,0.79005015,0.79058576,0.88181865
0.8945708,0.88485366,0.8635667,0.8249226,0.7961108,0.81438965,0.9308417,0.9245004,0.8918525,0.8383267,0.7809785,0.82851034
0.88521177,0.8862044,0.8788334,0.82666916,0.7982871,0.8271302,0.93823314,0.90822273,0.87394124,0.8271959,0.78955185,0.85768163
0.8867632,0.87100863,0.8212905,0.7998655,0.78702503,0.8864906,0.9271053,0.88532394,0.85883677,0.7969039,0.8075663,0.88810784
0.90581673,0.89494544,0.85200423,0.81478494,0.78578496,0.81360483,0.9349001,0.9052335,0.87652886,0.83640075,0.7917357,0.85156906
0.8927791,0.881598,0.8369516,0.8014424,0.79243654,0.9106514,0.92931545,0.87902725,0.84736305,0.78684837,0.8130194,0.88992405
0.8786535,0.87799644,0.8262973,0.7891629,0.793082,0.9208751,0.92002875,0.86948234,0.82838565,0.7746244,0.8219377,0.89084303
0.89702946,0.8892339,0.86499506,0.82054317,0.78410745,0.8821921,0.91855055,0.8586505,0.8355868,0.7764961,0.79921126,0.9058419
0.87214,0.8555809,0.805856,0.7692498,0.7820047,0.9160651,0.92369527,0.86733323,0.8447008,0.7869886,0.8171571,0.8950102
0.8663826,0.8452316,0.8040632,0.77299976,0.7702263,0.92577064,0.9245749,0.8835567,0.85868335,0.7780157,0.79771733,0.878384
0.8757975,0.87577194,0.8378549,0.8295029,0.7833636,0.85459805,0.9547829,0.90716016,0.8833546,0.8287725,0.768317,0.8484172
0.8752076,0.8562903,0.8144513,0.8246188,0.805376,0.940784,0.9175443,0.8872419,0.88136333,0.8042911,0.79670537,0.8792278
0.85182536,0.8627083,0.817274,0.8332756,0.7893816,0.87317115,0.92955714,0.88309705,0.86123055,0.8146731,0.7639027,0.8361274
0.85611916,0.86222947,0.82881224,0.81353754,0.8057764,0.9058871,0.892398,0.85369194,0.8441259,0.7772976,0.78145146,0.85551155
0.8658692,0.8745424,0.8284032,0.815012,0.7932333,0.90792865,0.91851896,0.8788019,0.878761,0.84451604,0.7919174,0.8298156
0.85676956,0.85315967,0.80028325,0.78239036,0.79251117,0.9444672,0.91423535,0.87489593,0.87188494,0.8407173,0.780872,0.8189521
0.8589543,0.8535614,0.800064,0.77680504,0.80206716,0.95787287,0.9063684,0.8825374,0.8778852,0.8387635,0.7623298,0.81145746
0.857013,0.85538125,0.81064653,0.78104883,0.79759455,0.94388014,0.9032224,0.9021502,0.90163064,0.86173004,0.7676219,0.7932677
0.903789,0.89485866,0.871349,0.8346674,0.7741611,0.8238849,0.93162775,0.86230713,0.82859284,0.78459203,0.75709814,0.8687684
0.86886746,0.86385614,0.8132091,0.77966875,0.81524074,0.92942005,0.88842756,0.90203375,0.90629745,0.8510536,0.7682571,0.8188727
0.9053925,0.8944525,0.8724222,0.8350202,0.78070015,0.81046265,0.9399359,0.89792365,0.85174876,0.8198026,0.7527443,0.83801955
0.900498,0.88567543,0.8683255,0.8132483,0.7635955,0.8156329,0.9482595,0.8922091,0.8347795,0.8040516,0.75227433,0.83501315
0.9014859,0.8849002,0.8625282,0.81004035,0.7688029,0.82278794,0.9510454,0.88312066,0.83566177,0.7924586,0.7510517,0.84439766
0.8692748,0.84149754,0.8050147,0.7590528,0.7845519,0.90794593,0.8823373,0.8446764,0.8043257,0.747491,0.8267664,0.909668
0.8948107,0.8548871,0.8291932,0.80193,0.76177734,0.8326225,0.916971,0.8620697,0.83692956,0.773661,0.76220596,0.86987525
0.88490534,0.8804512,0.8493621,0.830321,0.7983284,0.8517052,0.9472755,0.8921988,0.86940116,0.793425,0.75470394,0.8551452
0.88652927,0.8536449,0.7815005,0.8539272,0.783057,0.778852,0.75308746,0.6966637,0.72364753,0.7159055,0.74306846,0.8072547
0.8189675,0.8144581,0.8021899,0.7987912,0.78271115,0.7622046,0.73535794,0.71739393,0.7266996,0.7099722,0.7004141,0.749363
0.7532562,0.7514123,0.77815664,0.8552389,0.8317439,0.77550495,0.7464416,0.7097074,0.69056034,0.69083524,0.6670495,0.7128956
0.5144914,0.5912029,0.5574195,0.549981,0.52217585,0.49285042,0.50108516,0.52963567,0.5644974,0.5717494,0.5684371,0.56221575
0.5420825,0.6117287,0.615114,0.55069804,0.35379848,0.3579473,0.43870932,0.5077292,0.4686715,0.46806344,0.5296201,0.5161676
0.57797134,0.6511435,0.672224,0.67356527,0.592487,0.48502573,0.43779323,0.45603868,0.50731564,0.5290321,0.53242046,0.57433367
0.45514208,0.5332465,0.6120488,0.6245573,0.5047092,0.49452943,0.4381465,0.4464083,0.40132,0.40378064,0.4423236,0.4569905
0.53266966,0.6492975,0.6785296,0.54137105,0.50154185,0.4395227,0.42719322,0.48344183,0.52452475,0.6115096,0.55785346,0.5239422
0.6611253,0.58384395,0.60821575,0.6230079,0.50738156,0.4331656,0.4959289,0.5915053,0.56780046,0.53768456,0.5775494,0.62384397
0.586765,0.60369325,0.56564194,0.5520552,0.51173127,0.53145117,0.55379325,0.62568915,0.59510773,0.4962913,0.5601095,0.5624903
0.6837113,0.7286484,0.69655454,0.63112956,0.57804495,0.59565103,0.60327953,0.6167703,0.67101735,0.669145,0.6362609,0.6893051
0.61843437,0.59950405,0.5828959,0.5773574,0.57016426,0.5889297,0.6279937,0.64418584,0.6955018,0.7349749,0.74068457,0.7360888
0.5465718,0.64253783,0.71326834,0.6495574,0.59280765,0.5555723,0.59831804,0.5878783,0.54968643,0.56592023,0.59532076,0.56783986
0.75818187,0.6912754,0.69940376,0.71716976,0.741642,0.7647165,0.757218,0.7232031,0.65759665,0.6789131,0.7016302,0.77235705
0.58896047,0.5888385,0.5874805,0.70281076,0.883721,0.7059915,0.54610825,0.55178267,0.539541,0.56200147,0.5771489,0.5832132
0.45169553,0.4700185,0.53637767,0.72620404,0.879476,0.56117445,0.47251663,0.4516917,0.42572594,0.45002183,0.4761747,0.4779411
0.520033,0.5264315,0.5476244,0.6992208,0.8861042,0.60305,0.5165983,0.5105793,0.48840472,0.51115066,0.53185415,0.5398675
0.5907744,0.5743687,0.6637367,0.8909616,0.80772156,0.57340413,0.58226347,0.5620088,0.57131976,0.58948165,0.60120064,0.5938069
0.60985816,0.60064524,0.7045773,0.8876549,0.8079772,0.5874728,0.5977916,0.56267864,0.5719845,0.59947044,0.6291004,0.6085554
0.50425637,0.51199687,0.5793883,0.73699,0.84688467,0.5942925,0.5178758,0.51981807,0.47534144,0.49772993,0.5239649,0.5353645
0.5560985,0.56471586,0.6186715,0.75317824,0.8520319,0.5787858,0.5662719,0.5396679,0.5131312,0.5396535,0.5837083,0.5776443
0.5151843,0.5260102,0.5875098,0.7545227,0.85591584,0.57881147,0.525204,0.50917906,0.4608248,0.48893058,0.5291441,0.5417378
0.4874317,0.4993781,0.6244216,0.7965391,0.80622447,0.5203841,0.51084197,0.48212725,0.42988488,0.4663544,0.518399,0.5064606
0.5146212,0.53881806,0.6074548,0.761536,0.83092695,0.57430446,0.5561799,0.5362951,0.48172465,0.5200878,0.5540544,0.5522887
0.5202103,0.5494407,0.6379972,0.78221625,0.82042885,0.53969157,0.5586964,0.52134395,0.49246475,0.53276634,0.568757,0.541044
0.48145655,0.5147496,0.661467,0.85810065,0.7932748,0.47673026,0.4971877,0.4532744,0.45673773,0.4793976,0.51601094,0.47988668
0.45026055,0.4658556,0.5222552,0.7076778,0.8876976,0.61045307,0.46937895,0.4624031,0.41180825,0.43511906,0.46504724,0.48705834
0.48095152,0.48896834,0.6306677,0.82044315,0.82132435,0.50542724,0.5117529,0.4684224,0.45151788,0.48355186,0.5108622,0.49261272
0.5375538,0.5765126,0.7415423,0.8418662,0.6693465,0.5355953,0.55584276,0.491926,0.51251286,0.5339643,0.5578457,0.5358967
0.5330596,0.5383999,0.63276815,0.78262526,0.8043086,0.5539279,0.57224613,0.5416727,0.511081,0.52631706,0.5613277,0.55929387
0.5758274,0.5622468,0.6028031,0.8133348,0.8675116,0.5477049,0.549656,0.52505195,0.53380185,0.5491526,0.57103884,0.5654901
0.48501405,0.496669,0.55745876,0.7281223,0.85396314,0.588251,0.48162776,0.47388294,0.4374499,0.45688352,0.47926146,0.50390923
0.47969982,0.4814724,0.54624456,0.72369224,0.8417152,0.5796735,0.4739939,0.46814176,0.43506187,0.45838138,0.48269948,0.5068269
0.54779184,0.5481457,0.5787771,0.73460716,0.8513471,0.6462777,0.5415206,0.540743,0.47671583,0.50237626,0.5510637,0.571487
0.6002264,0.60682094,0.73824096,0.86544967,0.7226821,0.58766854,0.5917005,0.5321135,0.5493072,0.5835502,0.62988496,0.61153275
0.5657556,0.5672633,0.60776585,0.75979066,0.84129906,0.5878748,0.5643321,0.53726,0.5092068,0.5430099,0.5798388,0.595737
0.5605531,0.5719169,0.613694,0.75839007,0.85458773,0.57603997,0.55125034,0.5347571,0.50261605,0.5418407,0.5701271,0.57484466
0.58921427,0.58737427,0.6408019,0.7928827,0.8652557,0.5794254,0.5667472,0.54490566,0.54379106,0.56721014,0.600323,0.5866537
0.5732223,0.5841681,0.7177756,0.87469023,0.7671596,0.5448448,0.573105,0.5233699,0.5297345,0.55956066,0.58321005,0.57719433
0.564608,0.5852088,0.62798214,0.75947475,0.87922066,0.59511065,0.54348934,0.5225607,0.49846214,0.524632,0.5464923,0.55373776
0.50662106,0.50569284,0.5349051,0.6824296,0.8903055,0.6924102,0.5147745,0.5310327,0.49087873,0.5047521,0.5316234,0.54037315
0.67488766,0.5509349,0.562026,0.5595874,0.58775514,0.49910343,0.5739609,0.6439,0.6065286,0.6872647,0.6137456,0.8329078
0.66640866,0.5692262,0.60547835,0.5990127,0.62430036,0.5243677,0.610305,0.6911388,0.6443606,0.71858835,0.682733,0.8480022
0.7084508,0.57048535,0.57426083,0.5554117,0.56423247,0.47092742,0.5674909,0.64714897,0.5893372,0.6662186,0.61702186,0.85435444
0.66565543,0.59446,0.53982323,0.5059817,0.5759513,0.49176556,0.5826685,0.65501386,0.5971211,0.6724207,0.5975512,0.7861845
0.673337,0.65706897,0.6074083,0.64210564,0.6127276,0.56097573,0.69488245,0.721797,0.67573315,0.71972674,0.6872559,0.6907107
0.6572758,0.6369349,0.6002954,0.6629583,0.62372714,0.57154185,0.7137559,0.7143954,0.65440255,0.6766872,0.67797315,0.7110003
0.70187694,0.691997,0.7196486,0.7744784,0.7615783,0.7729252,0.74323136,0.650457,0.6219057,0.62266326,0.64413863,0.6778329
0.6088515,0.6058908,0.5877844,0.5544626,0.6623285,0.7661194,0.69486105,0.68439955,0.58555406,0.54085064,0.5542989,0.6341444
0.7807779,0.7450685,0.69367975,0.66758513,0.67646235,0.7363153,0.79162836,0.7108437,0.7572654,0.6414295,0.6185254,0.61217093
0.7084181,0.7723862,0.7152372,0.69342446,0.7104161,0.7525428,0.7490881,0.7864513,0.6775884,0.6468818,0.64351743,0.67608005
0.71474165,0.73129404,0.6806713,0.6501062,0.6660416,0.732438,0.7508742,0.68052095,0.624688,0.6063721,0.6130028,0.6107995
0.69194114,0.76399857,0.8011619,0.7179278,0.6887658,0.693042,0.6356013,0.55561256,0.5888518,0.5454623,0.53580993,0.60150975
0.74768656,0.6905919,0.66157293,0.65566266,0.7002635,0.7738923,0.79460037,0.85388786,0.85927767,0.880267,0.87189096,0.8103068
0.76676714,0.74760664,0.6919421,0.78167224,0.8227704,0.68105775,0.6657667,0.61154574,0.5470648,0.55429983,0.6238614,0.6909231
0.80791175,0.7061824,0.69433177,0.7067827,0.8193391,0.7754828,0.7105878,0.73313516,0.755438,0.70096415,0.69119865,0.7678311
0.7726896,0.71122444,0.68080854,0.7114647,0.804722,0.7347769,0.72461677,0.69927156,0.64124364,0.60248095,0.65470445,0.73853654
0.6274799,0.5388149,0.5532644,0.5439429,0.54978156,0.5926675,0.57342815,0.5596812,0.57333684,0.6050715,0.7991178,0.9509134
0.60380733,0.5323494,0.49723676,0.46263263,0.50606954,0.5764155,0.6311829,0.6957793,0.645487,0.6510852,0.82315767,0.81421816
0.7586774,0.6255774,0.5688149,0.5492022,0.5607908,0.57480764,0.57170755,0.6077441,0.6550497,0.67568564,0.77252865,0.933543
0.8345489,0.63523203,0.57338554,0.5445386,0.56615734,0.6107074,0.60858214,0.6061571,0.63873196,0.6633683,0.7328104,0.93123895
0.56591314,0.5331966,0.5473942,0.5374967,0.5570217,0.5768085,0.45536903,0.4771161,0.53946626,0.5573732,0.56018114,0.58854294
0.57541764,0.5708028,0.5990698,0.5783967,0.6097893,0.58309305,0.38718516,0.486809,0.56125736,0.56738263,0.5763044,0.61120325
0.66202617,0.6391447,0.6174166,0.62799877,0.6253361,0.6337867,0.59075284,0.41286024,0.4874568,0.58436126,0.64038414,0.6665701
0.6257637,0.64337945,0.6421643,0.6891482,0.7047531,0.71064925,0.63327914,0.4173958,0.46130168,0.5558468,0.6125984,0.6345183
0.69952357,0.6615151,0.67356527,0.68916243,0.71096355,0.72353,0.62144727,0.4664857,0.54871964,0.63729763,0.6726351,0.68562204
0.83483624,0.7379278,0.72607684,0.721298,0.6750678,0.70684993,0.7117824,0.70524764,0.730396,0.76820284,0.7942799,0.81079155
0.813065,0.779434,0.81043047,0.79338884,0.76840895,0.840287,0.86410856,0.86977637,0.8283187,0.77800876,0.7537143,0.82873905
0.791198,0.75568825,0.67225885,0.55260205,0.5124092,0.5482258,0.6032801,0.6758797,0.7244952,0.75542665,0.7795984,0.83774084
0.93076974,0.789197,0.6282503,0.5676462,0.5746415,0.7621942,0.58019316,0.5285753,0.5054389,0.57951754,0.7400488,0.9761691
0.91398185,0.75889844,0.62388,0.5732576,0.5938524,0.775008,0.58442134,0.52974045,0.52035445,0.59170157,0.7512681,0.97880405
0.9094729,0.75256824,0.62127095,0.56637347,0.5828209,0.77690953,0.6073761,0.5580259,0.51979786,0.5886818,0.7552818,0.98123753
0.99069154,0.8257818,0.687095,0.5892009,0.53602785,0.65378255,0.7126228,0.61342716,0.54962814,0.5737577,0.64551383,0.86544305
0.9618433,0.79731774,0.66400564,0.56695133,0.5584288,0.7454323,0.65959346,0.63405085,0.5718581,0.63390696,0.7294439,0.96145874
0.9839744,0.83162934,0.6723579,0.57994443,0.5488358,0.7325124,0.6716399,0.64471287,0.5634241,0.60572064,0.68581164,0.9302118
0.9850896,0.84813344,0.67743015,0.5911785,0.5542994,0.7461688,0.68609774,0.6519171,0.5683441,0.59597236,0.67757714,0.9285966
0.9499972,0.80279213,0.66819483,0.5811462,0.5919547,0.7968032,0.6751073,0.64427555,0.5922467,0.61731344,0.7353593,0.97269315
0.95516974,0.8081628,0.6887003,0.58708316,0.5980602,0.8029706,0.6734181,0.6419636,0.60476744,0.63334364,0.75440866,0.97446316
0.95153785,0.7932296,0.68021214,0.57827055,0.5918032,0.79823875,0.6501047,0.6195878,0.58990514,0.6232575,0.7478586,0.97660697
0.93922603,0.7695307,0.66232395,0.5668869,0.58164006,0.78216314,0.6356636,0.61900234,0.57916296,0.6235737,0.7442758,0.9825369
0.9338894,0.7506674,0.64436567,0.5653929,0.5821848,0.77042025,0.6301156,0.61490065,0.5735323,0.6218688,0.74604946,0.9808083
0.9215141,0.75330365,0.61534625,0.5604498,0.58305943,0.7688267,0.5904962,0.5361686,0.5318921,0.6009546,0.74304605,0.9701464
0.93887967,0.753014,0.63833714,0.56272745,0.5853898,0.785023,0.62818694,0.5917946,0.5630148,0.6165321,0.75529915,0.9825711
0.9311851,0.74596727,0.6318835,0.54479396,0.56741625,0.76920825,0.62463486,0.5866071,0.56502193,0.61922395,0.76106465,0.987356
0.9207778,0.7278074,0.62712735,0.5378831,0.55966586,0.7482901,0.6180452,0.58866626,0.57243794,0.6167354,0.74928045,0.98678994
0.9934963,0.84095526,0.7019975,0.60886425,0.54366714,0.6497389,0.72997564,0.6125761,0.5690953,0.6057747,0.65042466,0.83037674
0.92633903,0.7909299,0.669894,0.58047116,0.58578855,0.7737337,0.63947475,0.60915846,0.59876317,0.6573534,0.7553797,0.98184866
0.9316737,0.8000211,0.6729076,0.58091164,0.5849349,0.782203,0.63838047,0.59509057,0.58779645,0.6263725,0.7434807,0.98455614
0.9399693,0.78878254,0.6596472,0.57995486,0.5833263,0.77137715,0.637052,0.5935136,0.5769137,0.61312604,0.7297124,0.9797069
0.92941123,0.7856687,0.65686715,0.5866671,0.5914372,0.78822947,0.64472324,0.6101289,0.5743197,0.6232029,0.74718076,0.97317743
0.9371356,0.8139932,0.7030785,0.61887556,0.6146,0.81803197,0.6639395,0.63195497,0.5868253,0.63604075,0.7640585,0.96862173
0.94333965,0.83371705,0.731237,0.62949675,0.6153831,0.82327753,0.6693434,0.6282734,0.58890414,0.6428006,0.7767906,0.96292096
0.9285918,0.7594641,0.61600953,0.55476356,0.5736192,0.76485264,0.59756655,0.55297446,0.5453618,0.616703,0.7494801,0.9702203
0.93870103,0.8358851,0.7296871,0.6224849,0.6115766,0.83468777,0.66295636,0.61544967,0.5734328,0.64279133,0.7832437,0.9581102
0.9309349,0.75793535,0.6155927,0.55701786,0.57405335,0.7751564,0.6038017,0.5570679,0.54746425,0.62446976,0.7571615,0.96896017
0.9333102,0.7640775,0.6113651,0.55114704,0.56546015,0.7642464,0.593335,0.54695517,0.53767544,0.61167526,0.7537323,0.9652548
0.9225418,0.76599437,0.6177755,0.5494913,0.5618483,0.74452627,0.56554955,0.5224672,0.52052414,0.59584767,0.75589097,0.9709284
0.9233423,0.7880884,0.62137794,0.54127485,0.5564597,0.7474681,0.55084264,0.50073284,0.50387317,0.5902243,0.7628488,0.97204804
0.9150165,0.7753991,0.6169112,0.54609495,0.5605422,0.73676056,0.55484086,0.5103708,0.4909442,0.5731616,0.74313647,0.97514176
0.90151113,0.7580031,0.6230732,0.57444024,0.58233833,0.76230615,0.5815759,0.53060025,0.49540383,0.57074416,0.7457746,0.97837424
0.88254136,0.7179428,0.6846231,0.80462927,0.84258485,0.9328679,0.76197666,0.7329946,0.87036043,0.8555778,0.8003203,0.85393566
0.9025943,0.7385256,0.70000356,0.7974853,0.8614752,0.92388844,0.8184073,0.7114397,0.8248148,0.8706068,0.806288,0.85228026
0.39313716,0.8029157,0.8742196,0.5673668,0.4986051,0.3576095,0.28434038,0.3066445,0.6474176,0.90339655,0.47242308,0.25175795
0.36982644,0.7684005,0.8506729,0.6465756,0.50704676,0.3925349,0.279203,0.2940497,0.55216545,0.8178083,0.5661922,0.2633111
0.48097917,0.69528264,0.7413203,0.7634744,0.5513955,0.5948006,0.3506411,0.48931992,0.85732293,0.73966175,0.5694301,0.3064618
0.3880029,0.6177513,0.76234126,0.8466236,0.6707674,0.5924171,0.4966391,0.41765082,0.7510942,0.86935073,0.6674176,0.45105276
0.42754677,0.66140157,0.7675143,0.8555425,0.66824555,0.5257069,0.45922393,0.48752722,0.8357152,0.84989744,0.6492603,0.4375945
0.38773787,0.5605945,0.7381936,0.7530604,0.72484004,0.4800901,0.44481292,0.43077126,0.70084536,0.9056638,0.6360441,0.47793788
0.41021195,0.57891685,0.792086,0.7565857,0.7258979,0.48070818,0.4453663,0.42384878,0.6601877,0.86106205,0.61157125,0.46705315
0.42201728,0.5739199,0.8188092,0.73097163,0.719313,0.49395928,0.4561158,0.41182247,0.58948195,0.8097203,0.5923252,0.4595291
0.36701804,0.727489,0.7703324,0.6413761,0.5677165,0.40622002,0.25504705,0.30833745,0.5809461,0.8058707,0.56968206,0.2730665
0.30893695,0.5703187,0.76963013,0.69398445,0.61663264,0.4952142,0.24507406,0.28521878,0.5869948,0.86377674,0.70152044,0.2682611
0.28323615,0.54488736,0.7806952,0.6462553,0.5766558,0.4211231,0.23357546,0.28347087,0.6246801,0.87437433,0.58371824,0.22848193
0.3470707,0.6930093,0.7796607,0.61399513,0.53755134,0.3403064,0.25372508,0.37030974,0.82284844,0.80170965,0.42637727,0.23729195
0.3464929,0.6966486,0.7809268,0.65057003,0.5277918,0.37938955,0.26614913,0.35219368,0.8891023,0.88905203,0.5123289,0.25221515
0.4430527,0.7383798,0.6427567,0.56282043,0.40036082,0.26177344,0.2547281,0.49197894,0.94735014,0.71204597,0.3202383,0.24363272
0.32844958,0.61807907,0.73267585,0.7274797,0.55302703,0.45342568,0.3034722,0.3532619,0.8379206,0.9206287,0.6532441,0.28584012
0.38276783,0.62359816,0.70605373,0.76311374,0.576906,0.5728938,0.372795,0.40497452,0.82998234,0.8370348,0.6737069,0.31545526
0.8709329,0.92075354,0.88658166,0.8191703,0.77002233,0.77971303,0.8093854,0.7506764,0.69352555,0.697828,0.8671825,0.9038165
0.879705,0.91850847,0.870434,0.8141663,0.7535987,0.7536209,0.7920209,0.72444314,0.6609286,0.66606045,0.8641694,0.92149836
0.86533314,0.878086,0.8356497,0.7645416,0.70099115,0.69755375,0.78459716,0.69091445,0.62455076,0.6057294,0.78356177,0.95480657
0.91996706,0.9110968,0.7875736,0.7328845,0.6443809,0.7173764,0.7712891,0.69535995,0.64967084,0.67359775,0.8786491,0.91371095
0.95462126,0.90950674,0.79673785,0.7908222,0.693125,0.7367175,0.74247295,0.6841853,0.6514335,0.6773879,0.8685499,0.89065796
0.9566682,0.92830396,0.79709303,0.8118457,0.70474267,0.7153181,0.7295128,0.71949446,0.6668941,0.6554453,0.8406986,0.9147227
0.9595177,0.91741866,0.80774444,0.7872782,0.6640039,0.66015357,0.6942572,0.7016289,0.6412354,0.64297813,0.83477527,0.9422411
0.92404467,0.939873,0.8307661,0.7851994,0.6769803,0.65118825,0.7183707,0.67584753,0.6153863,0.60606587,0.79769105,0.9283001
0.89828193,0.9314128,0.8124458,0.7511826,0.6731174,0.67558557,0.7002508,0.6437696,0.6155077,0.6748273,0.87794167,0.9223835
0.91636217,0.9087625,0.83053166,0.792529,0.6919646,0.6666061,0.6912742,0.6578197,0.64661336,0.7046681,0.8518465,0.8867022
0.8703225,0.8235289,0.81469876,0.7587589,0.68986094,0.7328958,0.73133105,0.7022032,0.64908814,0.74820966,0.93489605,0.9022586
0.92908835,0.8977154,0.82108635,0.7067214,0.62870824,0.6585693,0.68288326,0.70745695,0.68919665,0.6882481,0.9131767,0.8866119
0.9600793,0.9056643,0.8242916,0.7491435,0.6775556,0.68075675,0.6983312,0.7358723,0.6986768,0.6947612,0.8680466,0.86383665
0.9397708,0.9643178,0.83420867,0.8058005,0.72771007,0.65045387,0.6598856,0.6588306,0.64472276,0.6016701,0.7505821,0.8607566
0.9297494,0.9249989,0.8460771,0.8210046,0.73551863,0.6795545,0.6605267,0.6252392,0.59398735,0.58676237,0.74525136,0.8824068
0.9221315,0.85165316,0.8207408,0.7293985,0.6678942,0.6920286,0.70205516,0.67612946,0.5949362,0.59855306,0.8112537,0.9352996
0.932037,0.87552536,0.8226911,0.7359101,0.69459677,0.66882366,0.64901066,0.6630225,0.60627264,0.6169797,0.81975806,0.9127219
0.9574021,0.92098886,0.8411408,0.744541,0.70956576,0.6734123,0.6889554,0.7077992,0.6184634,0.66181904,0.82690185,0.8871841
0.9216651,0.9716387,0.87787676,0.75876683,0.7216503,0.67783976,0.6697512,0.7361797,0.67552906,0.6325691,0.78300697,0.8301157
0.8994942,0.9641981,0.88289464,0.79090464,0.7693072,0.7204408,0.6762131,0.7250069,0.73028696,0.6266435,0.75588405,0.86351174
0.9293301,0.89886844,0.8309113,0.77778757,0.76480025,0.7211338,0.6857981,0.7233615,0.684854,0.6666431,0.8998376,0.89604056
0.91675246,0.8897922,0.82345635,0.74414647,0.73462176,0.76331556,0.67520696,0.6750872,0.65852094,0.7104817,0.8673638,0.8667846
0.55346966,0.72424644,0.837872,0.61558765,0.4769467,0.40549102,0.451103,0.5514011,0.6385802,0.62185794,0.5088577,0.46873105
0.63082385,0.8615983,0.72339123,0.4321823,0.37551665,0.34340727,0.36605528,0.4229653,0.48850086,0.4794485,0.41640916,0.49398082
